id,type,title,author,volume,series,publisher,year,language,country,copies,cover_type,genre,description,cover_url,enrichment_status,enrichment_date,enrichment_source,search_query,source_row,price
deab52161641,Manga,Dragon Ball Color Saga Origen,Akira Toriyama,1,Dragon Ball,IVREA,2018,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"Segunda entrega del origen del legendario manga shônen, a todo color :) Son Goku, Bulma y Oolong continúan con la búsqueda de las Bolas de Dragón. Cuando sólo les falta una bola, llegan a un extraño pueblo atemorizado por una singular banda de conejos. Pero esto es sólo el principio de la aventura: nuestros héroes caerán en manos de un siniestro villanoque desea hacerse con las Bolas de Dragón para dominar el mundo.¿ Qué ocurrirá cuando robe las Bolas? ¿Qué es lo que le pasa a Son Goku las noche",http://books.google.com/books/content?id=YydnDwAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:05.037806,Google Books API,Dragon Ball volume 1 Akira Toriyama manga,13,
d91c2d8361ad,Manga,Dragon Ball Color Saga Origen,Akira Toriyama,2,Dragon Ball,IVREA,2018,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"Segunda entrega del origen del legendario manga shônen, a todo color :) Son Goku, Bulma y Oolong continúan con la búsqueda de las Bolas de Dragón. Cuando sólo les falta una bola, llegan a un extraño pueblo atemorizado por una singular banda de conejos. Pero esto es sólo el principio de la aventura: nuestros héroes caerán en manos de un siniestro villanoque desea hacerse con las Bolas de Dragón para dominar el mundo.¿ Qué ocurrirá cuando robe las Bolas? ¿Qué es lo que le pasa a Son Goku las noche",http://books.google.com/books/content?id=YydnDwAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:06.379249,Google Books API,Dragon Ball volume 2 Akira Toriyama manga,14,
c43ecad6b1f6,Manga,Dragon Ball Color Saga Origen,Akira Toriyama,3,Dragon Ball,IVREA,2018,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"Segunda entrega del origen del legendario manga shônen, a todo color :) Son Goku, Bulma y Oolong continúan con la búsqueda de las Bolas de Dragón. Cuando sólo les falta una bola, llegan a un extraño pueblo atemorizado por una singular banda de conejos. Pero esto es sólo el principio de la aventura: nuestros héroes caerán en manos de un siniestro villanoque desea hacerse con las Bolas de Dragón para dominar el mundo.¿ Qué ocurrirá cuando robe las Bolas? ¿Qué es lo que le pasa a Son Goku las noche",http://books.google.com/books/content?id=YydnDwAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:07.820062,Google Books API,Dragon Ball volume 3 Akira Toriyama manga,15,
2a360ad8cad9,Manga,Dragon Ball Color Saga Origen,Akira Toriyama,4,Dragon Ball,IVREA,2018,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"Segunda entrega del origen del legendario manga shônen, a todo color :) Son Goku, Bulma y Oolong continúan con la búsqueda de las Bolas de Dragón. Cuando sólo les falta una bola, llegan a un extraño pueblo atemorizado por una singular banda de conejos. Pero esto es sólo el principio de la aventura: nuestros héroes caerán en manos de un siniestro villanoque desea hacerse con las Bolas de Dragón para dominar el mundo.¿ Qué ocurrirá cuando robe las Bolas? ¿Qué es lo que le pasa a Son Goku las noche",http://books.google.com/books/content?id=YydnDwAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:09.184822,Google Books API,Dragon Ball volume 4 Akira Toriyama manga,16,
7f20f8269063,Manga,Dragon Ball Color Saga Origen,Akira Toriyama,5,Dragon Ball,IVREA,2018,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"Segunda entrega del origen del legendario manga shônen, a todo color :) Son Goku, Bulma y Oolong continúan con la búsqueda de las Bolas de Dragón. Cuando sólo les falta una bola, llegan a un extraño pueblo atemorizado por una singular banda de conejos. Pero esto es sólo el principio de la aventura: nuestros héroes caerán en manos de un siniestro villanoque desea hacerse con las Bolas de Dragón para dominar el mundo.¿ Qué ocurrirá cuando robe las Bolas? ¿Qué es lo que le pasa a Son Goku las noche",http://books.google.com/books/content?id=YydnDwAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:10.546826,Google Books API,Dragon Ball volume 5 Akira Toriyama manga,17,
9789718cea7f,Manga,Dragon Ball Color Saga Saiyajin,Akira Toriyama,1,Dragon Ball,IVREA,2024,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"¡Regresa Dragon Ball a todo color! Anteriormente, en este manga shonen, Freezer completó su transformación por lo que su poder actual es exorbitante. Por otra parte, las bolas del dragón han sido reunidas y aún resta un deseo del poderoso dragón por cumplirse. Pero antes de que alguien pueda pedirlo, es tiempo para la última confrontación entre Freezer y Goku, ¡el Supersaiyano! Título original: Dragon Ball Full Color Saga Fur?za Vol. 5.",http://books.google.com/books/content?id=aDo2EQAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:11.975178,Google Books API,Dragon Ball volume 1 Akira Toriyama manga,18,
b100939ac891,Manga,Dragon Ball Color Saga Androides & Cell 1,Akira Toriyama,,Dragon Ball,IVREA,2020,Spanish,Argentina,1,Soft cover,"Action, Adventure, Martial Arts, Comedy",The adventures of Goku from childhood to adulthood as he trains in martial arts and explores the world in search of the seven Dragon Balls.,,completed,2025-10-13T00:04:14.530226,Open Library API,Dragon Ball Akira Toriyama manga,19,
831da4662095,Manga,Dragon Ball Color Saga Androides & Cell 2,Akira Toriyama,,Dragon Ball,IVREA,2020,Spanish,Argentina,1,Soft cover,"Action, Adventure, Martial Arts, Comedy",The adventures of Goku from childhood to adulthood as he trains in martial arts and explores the world in search of the seven Dragon Balls.,,completed,2025-10-13T00:04:16.352230,Open Library API,Dragon Ball Akira Toriyama manga,20,
2877c8c21a21,Manga,Dragon Ball Color Saga Androides & Cell 3,Akira Toriyama,,Dragon Ball,IVREA,2020,Spanish,Argentina,1,Soft cover,"Action, Adventure, Martial Arts, Comedy",The adventures of Goku from childhood to adulthood as he trains in martial arts and explores the world in search of the seven Dragon Balls.,,completed,2025-10-13T00:04:18.232874,Open Library API,Dragon Ball Akira Toriyama manga,21,
10a6e02b95c3,Manga,Dragon Ball Color Saga Androides & Cell 4,Akira Toriyama,,Dragon Ball,IVREA,2020,Spanish,Argentina,1,Soft cover,"Action, Adventure, Martial Arts, Comedy",The adventures of Goku from childhood to adulthood as he trains in martial arts and explores the world in search of the seven Dragon Balls.,,completed,2025-10-13T00:04:20.070752,Open Library API,Dragon Ball Akira Toriyama manga,22,
3efb9397067a,Manga,Dragon Ball Color Saga Androides & Cell 5,Akira Toriyama,,Dragon Ball,IVREA,2020,Spanish,Argentina,1,Soft cover,"Action, Adventure, Martial Arts, Comedy",The adventures of Goku from childhood to adulthood as he trains in martial arts and explores the world in search of the seven Dragon Balls.,,completed,2025-10-13T00:04:21.878687,Open Library API,Dragon Ball Akira Toriyama manga,23,
eb11faf08c84,Manga,Dragon Ball Color Saga Majin Boo,Akira Toriyama,2,Dragon Ball,IVREA,2023,Spanish,Argentina,1,Soft cover,Comics & Graphic Novels,"¡Dragon Ball a todo color! Después de que Son Goku, Son Gohan y sus compañeros lograran salvar a la Tierra de la amenaza diabólica de Cell, la gente pudo volver a vivir en paz.No obstante, cuando la paz pasa a ser una constante, siempre empiezan a aparecer auténticos necios. Así son los seres humanos. Han pasado varios años desde la batalla contra Cell. Y nos encontramos en una tranquila ciudad llamada ""Satán City"". Cambiaron el nombre a la ciudad en honor a míster Satán, ilustre residente de la",http://books.google.com/books/content?id=CjrIEAAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:23.288391,Google Books API,Dragon Ball volume 2 Akira Toriyama manga,24,
a20a3e501515,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,6,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:24.720620,Google Books API,Tokyo Babylon volume 6 CLAMP - Clamp Premium Collection manga,25,
e749301688ac,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,5,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:26.081673,Google Books API,Tokyo Babylon volume 5 CLAMP - Clamp Premium Collection manga,26,
33e6214fa2d5,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,4,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:27.504822,Google Books API,Tokyo Babylon volume 4 CLAMP - Clamp Premium Collection manga,27,
4cc53b0a4ddb,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,3,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:28.196063,Google Books API,Tokyo Babylon volume 3 CLAMP - Clamp Premium Collection manga,28,
6f1b8dcf1813,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,2,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:29.544168,Google Books API,Tokyo Babylon volume 2 CLAMP - Clamp Premium Collection manga,29,
f911b17de773,Manga,Tokyo Babylon,CLAMP - Clamp Premium Collection,1,Tokyo Babylon,Yen Press,2024,English,USA,1,Soft cover,Comics & Graphic Novels,"Tokyo—a dazzling yet melancholic city, full of meetings and partings. There resides Subaru Sumeragi, the thirteenth head of his clan and a powerful onmyouji. When Subaru meets an old man who shares his affinity for animals, he’s delighted to bond with a kindred spirit. But behind his elderly friend’s warm smile lies a troubled household and an unfulfilled promise...To someone treated as a “burden” by his family, what might be the price of a dream?",http://books.google.com/books/content?id=NkQVEQAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:30.866830,Google Books API,Tokyo Babylon volume 1 CLAMP - Clamp Premium Collection manga,30,
a8582a431310,Manga,Nenkomajin Ultimate Edition,Akira Toriyama,,Nenkomajin,IVREA,,Spanish,Spain,1,Soft cover,,,,failed,2025-10-13T00:04:32.683566,,Nenkomajin Akira Toriyama manga,31,
48fbb6e8e233,Manga,Banana Fish,Akimi Yoshida,1,Banana Fish,Panini Manga,2007,Spanish,Spain,1,Soft cover,Comics & Graphic Novels,"Nature made Ash beautiful; Nurture made him a killer! VICE CITY: NEW YORK IN THE 80s... Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of “Papa” Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Vietnam has suddenly fallen into Papa's insatiably ambitious hands--and it's exactly the wrong ti",http://books.google.com/books/content?id=jpdjAAAACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:34.190368,Google Books API,Banana Fish volume 1 Akimi Yoshida manga,32,
bc6974ac4d09,Manga,Clover  By CLAMP,,1,Clover,IVREA,2020,Spanish,Spain,1,Soft cover,Comics & Graphic Novels,"The sci-fi classic from the creators of xxxHOLiC and Cardcaptor Sakura returns, in a remastered, hardcover edition, featuring the entire CLOVER series. One of CLAMP's most ambitious works -- part AKIRA, part Metropolis -- CLOVER features nearly 500 pages of manga. Su was born into a bleak future, where the military keeps tight control over the few children born with magical abilities -- known as ""Clovers."" The Clovers are forcibly tattooed with a symbol that indicates their potential power, and ",http://books.google.com/books/content?id=JrOQEAAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:35.657602,Google Books API,Clover volume 1 manga,33,
6b605bcc136a,Manga,Clover  By CLAMP,,2,Clover,IVREA,2020,Spanish,Spain,1,Soft cover,Comics & Graphic Novels,"The sci-fi classic from the creators of xxxHOLiC and Cardcaptor Sakura returns, in a remastered, hardcover edition, featuring the entire CLOVER series. One of CLAMP's most ambitious works -- part AKIRA, part Metropolis -- CLOVER features nearly 500 pages of manga. Su was born into a bleak future, where the military keeps tight control over the few children born with magical abilities -- known as ""Clovers."" The Clovers are forcibly tattooed with a symbol that indicates their potential power, and ",http://books.google.com/books/content?id=JrOQEAAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:36.350923,Google Books API,Clover volume 2 manga,34,
d5c12c76fb86,Manga,Boys Run the Riot,Keito Gaku,1,Boys Run the Riot,Planeta ,2021,Spanish,Spain,1,Soft cover,Comics & Graphic Novels,"High schooler Ryo knows he’s transgender, but he doesn’t have anyone to confide in about the confusion he feels. He can’t tell his best friend, who he’s secretly got a crush on, and he can’t tell his mom, who’s constantly asking why Ryo “dresses like a boy.” He certainly can’t tell Jin, the new transfer student who looks like just another bully… The only time Ryo feels at ease is when he’s wearing his favorite clothes. Then, and only then, the world melts away, and he can be his true self. One d",http://books.google.com/books/content?id=62ctEAAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:37.872588,Google Books API,Boys Run the Riot volume 1 Keito Gaku manga,35,
083ffcc7832c,Graphic Novel,Heartstopper Tomo 5,Alice Oseman,,Heartstopper,VR YA,2023,Spanish,Spain,1,Soft cover,Young Adult Fiction,"*Now an acclaimed live-action Netflix series!* Boy meets boy. Boys become friends. Boys fall in love. The bestselling LGBTQ+ graphic novel about life, love, and everything that happens in between: this is the fifth volume of the much-loved Heartstopper series, featuring gorgeous two-color artwork. Nick and Charlie are in love. They’ve finally said those three little words, and Charlie has almost persuaded his mum to let him sleep over at Nick’s house. He wants to take their relationship to the n",http://books.google.com/books/content?id=_IG3EAAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:39.298526,Google Books API,Heartstopper Alice Oseman,36,
86be797724e8,Manga,La Princesa Caballero,Ozamu Tezuka,,La Princesa Caballero,Planeta ,1953,Spanish,Spain,1,Hard cover,"Fantasy, Adventure, Shoujo",Princess Knight (La Princesa Caballero) follows Princess Sapphire who has both a boy's heart and a girl's heart. She pretends to be a prince to prevent an evil duke from taking over the kingdom. Considered the first major shoujo manga.,,completed,2025-10-13T00:20:16.666725,"Vertical Comics, Wikipedia (manual fix)",La Princesa Caballero Ozamu Tezuka manga,37,
f77f5edce3a7,Manga,Black Jack,Ozamu Tezuka,1,Black Jack,Planeta ,2008,Spanish,Spain,1,Hard cover,"Medical, Drama, Seinen","Black Jack is a brilliant and enigmatic surgeon who operates on patients that other doctors refuse to treat. Despite being unlicensed, he is the best in his field, charging exorbitant fees for his services while also helping those who can't afford medical care.",,completed,2025-10-13T00:20:16.666736,"Vertical Comics, Wikipedia (manual fix)",Black Jack volume 1 Ozamu Tezuka manga,38,
164546e7dd99,Manga,Black Jack,Ozamu Tezuka,2,Black Jack,Planeta ,2008,Spanish,Spain,1,Hard cover,"Medical, Drama, Seinen","Black Jack is a brilliant and enigmatic surgeon who operates on patients that other doctors refuse to treat. Despite being unlicensed, he is the best in his field, charging exorbitant fees for his services while also helping those who can't afford medical care.",,completed,2025-10-13T00:20:16.666739,"Vertical Comics, Wikipedia (manual fix)",Black Jack volume 2 Ozamu Tezuka manga,39,
f798ea4fc458,Manga,Astroboy,Ozamu Tesuka,1,Black Jack,Planeta ,2002,Spanish,Spain,1,Hard cover,"Science Fiction, Action, Adventure","Astro Boy is a powerful android created by Dr. Tenma to replace his dead son. With extraordinary strength and the ability to fly, Astro fights for justice and helps humanity while searching for his place in the world.",,completed,2025-10-13T00:20:16.666743,"Dark Horse Comics, Wikipedia (manual fix)",Black Jack volume 1 Ozamu Tesuka manga,40,
467110097e2a,Manga,Dororo,Ozamu Tesuka,,Dororo,De Bolsillo,1968,Spanish,Spain,1,Soft cover,"Historical, Dark Fantasy, Action","Set in feudal Japan, Dororo follows Hyakkimaru, a young man whose body parts were stolen by demons before he was born. He travels with Dororo, a young thief, to recover his body parts by defeating the demons.",,completed,2025-10-13T00:20:16.666747,"Vertical Comics, Wikipedia (manual fix)",Dororo Ozamu Tesuka manga,41,
99bc46ef7080,Manga,Message to Adolf Part 1,Ozamu Tesuka,,Message to Adolf,Vertical Comics,1996,English,USA,1,Hard cover,"Historical, Drama, Thriller","An epic tale set during World War II about three men named Adolf: Adolf Kamil, a Japanese Jew; Adolf Kaufmann, a half-German/half-Japanese Nazi; and Adolf Hitler. The story explores themes of war, racism, and humanity.",,completed,2025-10-13T00:20:16.666754,"Vertical Comics, Cadence Books (manual fix)",Message to Adolf Ozamu Tesuka manga,42,
c5eefe89f5d3,Manga,Message to Adolf Part 2,Ozamu Tesuka,,Message to Adolf,Vertical Comics,1996,English,USA,1,Hard cover,"Historical, Drama, Thriller","An epic tale set during World War II about three men named Adolf: Adolf Kamil, a Japanese Jew; Adolf Kaufmann, a half-German/half-Japanese Nazi; and Adolf Hitler. The story explores themes of war, racism, and humanity.",,completed,2025-10-13T00:20:16.666760,"Vertical Comics, Cadence Books (manual fix)",Message to Adolf Ozamu Tesuka manga,43,
1f0716241f92,Manga,Card Captor Sakura Collector's Edition,CLAMP Vol 1,,Card Captor Sakura,Kodansha,2020,English,USA,1,Hard cover,Comics & Graphic Novels,"Lately, Sakura has been finding herself surround by mysterious magic that’s much bigger than the Clow Cards. A spark-filled force field keeps her from getting close to Syaoran, and she even starts to sense her late mother’s presence. Then, when a new, unknown magic causes Sakura to shrink down in size, she feels as if she’s been transported into a children’s storybook. How will she ever find her way back home...?",http://books.google.com/books/content?id=9MsDEAAAQBAJ&printsec=frontcover&img=1&zoom=3&edge=curl&source=gbs_api,completed,2025-10-13T00:04:51.822739,Google Books API,Card Captor Sakura CLAMP Vol 1 manga,44,
d196c9fa127a,Manga,Card Captor Sakura Collector's Edition,CLAMP Vol 2,,Card Captor Sakura,Kodansha,2018,English,USA,1,Hard cover,Comics & Graphic Novels,"Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures! MYSTERIES WITHIN MYSTERIES Strange things are afoot in Sakura's neighborhood again, beginning with the appearance of puzzling transparent cards in her dreams. Those same dreams have brought her a key that can capture the cards, but as Sakura begins to round up the troublemaking cards that are complicating her shiny new middle-school life, the mysteries only multiply--beginning ",http://books.google.com/books/content?id=H46QEAAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:52.577412,Google Books API,Card Captor Sakura CLAMP Vol 2 manga,45,
135c58960e78,Manga,Card Captor Sakura Collector's Edition,CLAMP Vol 3,,Card Captor Sakura,Kodansha,2020,English,USA,1,Hard cover,Comics & Graphic Novels,"Cardcaptor Sakura brought a generation of readers to manga, and now it's back in a definitive collector's edition! Cardcaptor Sakura is one of the all-time classics of the magical girl genre, and the Collector's Edition will be the definitive version of the story, for both long-time fans and readers new to the story. The adventures of the plucky Sakura Kinomoto are as adorably thrilling as ever, as she tracks down the magical Clow Cards and plunges headlong into a world of sorcery beyond anythin",http://books.google.com/books/content?id=fZCQEAAAQBAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,completed,2025-10-13T00:04:53.966620,Google Books API,Card Captor Sakura CLAMP Vol 3 manga,46,
